duracao_incidente,equipamento_nome,equipamento_modelo,equipamento_grupo,turno,data_inicio,data_final,data,local_nome,secao,alarme_nome,alarme_codigo,alarme_level
121,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 02:41:12-04,2024-10-23 02:43:13-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
97,AUTO-DISPLAYS,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-23 02:41:16-04,2024-10-23 02:42:53-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
121,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 02:41:19-04,2024-10-23 02:43:20-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
40,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 02:41:21-04,2024-10-23 02:42:01-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
155,Camera-Auto,MULTICAL,MULTICAL,2,2024-10-23 02:41:23-04,2024-10-23 02:43:58-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
94,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-23 02:41:32-04,2024-10-23 02:43:06-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
125,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 02:41:35-04,2024-10-23 02:43:40-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
117,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 02:41:36-04,2024-10-23 02:43:33-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
44,MULTICAL,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 02:41:36-04,2024-10-23 02:42:20-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
121,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 02:41:37-04,2024-10-23 02:43:38-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
99,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 02:41:39-04,2024-10-23 02:43:18-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
70,EFT,MULTICAL,MULTICAL,1,2024-10-23 02:41:39-04,2024-10-23 02:42:49-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
68,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 02:41:42-04,2024-10-23 02:42:50-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
52,Camera-Auto,MULTICAL,MULTICAL,3,2024-10-23 02:41:57-04,2024-10-23 02:42:49-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
31,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 02:41:57-04,2024-10-23 02:42:28-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
49,EFT,MULTICAL,MULTICAL,2,2024-10-23 02:42:05-04,2024-10-23 02:42:54-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
44,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 02:42:06-04,2024-10-23 02:42:50-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
48,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 02:42:09-04,2024-10-23 02:42:57-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
34,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 02:42:14-04,2024-10-23 02:42:48-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
130,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 02:42:16-04,2024-10-23 02:44:26-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
146,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 02:42:22-04,2024-10-23 02:44:48-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
206,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 02:42:22-04,2024-10-23 02:45:48-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
31,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 02:42:25-04,2024-10-23 02:42:56-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
54,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-23 02:42:31-04,2024-10-23 02:43:25-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
73,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 02:42:36-04,2024-10-23 02:43:49-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
48,MULTICAL,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 02:42:41-04,2024-10-23 02:43:29-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
145,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 02:42:48-04,2024-10-23 02:45:13-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
52,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 02:42:57-04,2024-10-23 02:43:49-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
181,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 02:43:04-04,2024-10-23 02:46:05-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
98,AUTO-DISPLAYS,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 02:43:05-04,2024-10-23 02:44:43-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
132,Camera-Auto,MULTICAL,MULTICAL,3,2024-10-23 02:43:15-04,2024-10-23 02:45:27-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
132,AUTO-DISPLAYS,MULTICAL,MULTICAL,1,2024-10-23 02:43:18-04,2024-10-23 02:45:30-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
51,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 02:43:18-04,2024-10-23 02:44:09-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
136,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-23 02:43:21-04,2024-10-23 02:45:37-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
49,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 02:43:22-04,2024-10-23 02:44:11-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
28,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 02:43:23-04,2024-10-23 02:43:51-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
56,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 02:43:27-04,2024-10-23 02:44:23-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
23,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 02:43:29-04,2024-10-23 02:43:52-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
43,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 02:43:29-04,2024-10-23 02:44:12-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
143,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 02:43:33-04,2024-10-23 02:45:56-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
124,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 02:43:40-04,2024-10-23 02:45:44-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
30,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 02:43:48-04,2024-10-23 02:44:18-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
31,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 02:43:51-04,2024-10-23 02:44:22-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
53,EFT,MULTICAL,MULTICAL,1,2024-10-23 02:43:59-04,2024-10-23 02:44:52-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
163,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 02:44:06-04,2024-10-23 02:46:49-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
43,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 02:44:07-04,2024-10-23 02:44:50-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
68,MULTICAL,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 02:44:13-04,2024-10-23 02:45:21-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
30,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 02:44:13-04,2024-10-23 02:44:43-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
58,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 02:44:19-04,2024-10-23 02:45:17-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
68,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 02:44:20-04,2024-10-23 02:45:28-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
197,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-23 02:44:21-04,2024-10-23 02:47:38-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
114,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 02:44:32-04,2024-10-23 02:46:26-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
74,MULTICAL,MULTICAL,MULTICAL,2,2024-10-23 02:44:35-04,2024-10-23 02:45:49-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
111,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 02:44:44-04,2024-10-23 02:46:35-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
87,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 02:44:46-04,2024-10-23 02:46:13-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
151,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 02:44:50-04,2024-10-23 02:47:21-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
48,MULTICAL,MULTICAL,MULTICAL,1,2024-10-23 02:44:54-04,2024-10-23 02:45:42-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
45,AUTO-DISPLAYS,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 02:44:59-04,2024-10-23 02:45:44-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
103,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 02:44:59-04,2024-10-23 02:46:42-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
128,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 02:44:59-04,2024-10-23 02:47:07-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
56,AUTO-DISPLAYS,MULTICAL,MULTICAL,3,2024-10-23 02:45:09-04,2024-10-23 02:46:05-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
145,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 02:45:13-04,2024-10-23 02:47:38-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
162,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 02:45:16-04,2024-10-23 02:47:58-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
57,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 02:45:30-04,2024-10-23 02:46:27-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
53,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 02:45:32-04,2024-10-23 02:46:25-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
58,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 02:45:33-04,2024-10-23 02:46:31-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
53,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 02:45:37-04,2024-10-23 02:46:30-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
226,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 02:45:40-04,2024-10-23 02:49:26-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
106,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 02:45:41-04,2024-10-23 02:47:27-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
154,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 02:45:56-04,2024-10-23 02:48:30-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
46,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 02:45:56-04,2024-10-23 02:46:42-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
82,AUTO-DISPLAYS,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 02:45:59-04,2024-10-23 02:47:21-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
36,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 02:46:03-04,2024-10-23 02:46:39-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
44,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 02:46:08-04,2024-10-23 02:46:52-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
248,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 02:46:11-04,2024-10-23 02:50:19-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
185,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 02:46:16-04,2024-10-23 02:49:21-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
102,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 02:46:21-04,2024-10-23 02:48:03-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
34,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 02:46:23-04,2024-10-23 02:46:57-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
112,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 02:46:24-04,2024-10-23 02:48:16-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
65,AUTO-DISPLAYS,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 02:46:32-04,2024-10-23 02:47:37-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
27,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 02:46:32-04,2024-10-23 02:46:59-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
90,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 02:46:37-04,2024-10-23 02:48:07-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
167,MULTICAL,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 02:46:37-04,2024-10-23 02:49:24-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
67,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 02:46:41-04,2024-10-23 02:47:48-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
78,AUTO-DISPLAYS,MULTICAL,MULTICAL,2,2024-10-23 02:46:41-04,2024-10-23 02:47:59-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
56,MULTICAL,MULTICAL,MULTICAL,3,2024-10-23 02:47:00-04,2024-10-23 02:47:56-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
95,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 02:47:05-04,2024-10-23 02:48:40-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
56,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 02:47:11-04,2024-10-23 02:48:07-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
105,AUTO-DISPLAYS,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 02:47:16-04,2024-10-23 02:49:01-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
48,MULTICAL,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 02:47:17-04,2024-10-23 02:48:05-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
206,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 02:47:25-04,2024-10-23 02:50:51-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
63,Camera-Auto,MULTICAL,MULTICAL,3,2024-10-23 02:47:27-04,2024-10-23 02:48:30-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
54,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 02:47:31-04,2024-10-23 02:48:25-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
54,AUTO-DISPLAYS,MULTICAL,MULTICAL,2,2024-10-23 02:47:34-04,2024-10-23 02:48:28-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
123,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 02:47:40-04,2024-10-23 02:49:43-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
57,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 02:47:42-04,2024-10-23 02:48:39-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
40,MULTICAL,MULTICAL,MULTICAL,1,2024-10-23 02:47:47-04,2024-10-23 02:48:27-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
57,AUTO-DISPLAYS,MULTICAL,MULTICAL,3,2024-10-23 02:47:49-04,2024-10-23 02:48:46-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
40,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 02:47:50-04,2024-10-23 02:48:30-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
48,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 02:47:51-04,2024-10-23 02:48:39-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
65,MULTICAL,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 02:47:53-04,2024-10-23 02:48:58-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
53,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 02:47:58-04,2024-10-23 02:48:51-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
84,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 02:48:01-04,2024-10-23 02:49:25-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
180,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 02:48:10-04,2024-10-23 02:51:10-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
26,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 02:48:17-04,2024-10-23 02:48:43-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
